date,extreme_decimal_united_states,extreme_decimal_china,extreme_decimal_brazil,extreme_decimal_argentina,Corn_Volume,Corn_Open_Int,Corn_Last,Soy_Volume,Soy_Open_Int,Soy_Last,Dollar_Index_Last,CrudeWTI_Last,glob_uncertainty_index,geopol_risk_index,VIX_index,corn_last_104w_avg,soy_last_104w_avg,corn_last_5week_av_change,soy_last_5week_av_change
31/01/2005,0.164159,0.055272,0.035429,0.035804,129783,649730,199.5,120098,266847,497,84.39,46.49,55.72794923,112.0385714,11.21,247.4783654,683.4699519,-0.65,-8.725
07/02/2005,0.251429,0.095037,0.037624,0.068792,224699,662842,201.25,175738,271231,524,84.57,47.17,55.18010582,108.5242857,11.43,247.0360577,683.0600962,-1.7,-3.525
14/02/2005,0.247154,0.168409,0.039575,0.151651,232162,663430,202,242064,259547,545,83.49,48.36,54.68992071,115.1228571,11.18,246.6538462,682.8293269,-0.05,5
21/02/2005,0.250858,0.063679,0.088524,0.058807,445234,640606,214.5,284142,266296,581.625,82.66,50.95,54.19973559,108.0114286,11.49,246.3870192,682.9447115,2.5,12.925
28/02/2005,0.149607,0.048813,0.104644,0.019096,264576,637183,212.5,205530,275421,606.625,82.54,53.79,53.70955048,98.79,11.94,246.03125,683.4254808,2.35,17.325
07/03/2005,0.112144,0.05609,0.132203,0.010355,205482,643968,220.75,182301,291146,634,81.42,54.43,53.21936536,96.51714286,12.8,245.8173077,684.0540865,4.25,27.4
14/03/2005,0.106216,0.078789,0.064094,0.015647,231105,678427,216,200518,306172,621.625,82.13,56.73,57.62135278,81.38142857,13.14,245.5528846,684.5504808,2.95,19.525
21/03/2005,0.066623,0.05167,0.049838,0.024029,177592,669722,209.5,152888,302959,603,84.13,51.1,62.0233402,91.54285714,13.42,245.2620192,684.8329327,1.5,11.6
28/03/2005,0.059959,0.040042,0.050559,0.019564,162772,670283,216.75,142368,296282,589.625,84.43,57.28,66.42532762,88.39857143,14.09,244.9230769,684.8870192,0.45,1.6
04/04/2005,0.059072,0.028736,0.041538,0.009777,211418,675103,210,131934,280965,593.625,84.39,53.33,70.82731504,92.91,12.62,244.5264423,684.8930288,-0.5,-2.6
11/04/2005,0.041975,0.026562,0.073484,0.03972,234703,678623,211.75,146642,273580,599.625,84.56,50.5,70.00936773,79.07857143,17.74,244.1322115,684.7487981,-1.8,-6.875
18/04/2005,0.038879,0.036921,0.114551,0.036064,214877,679302,215.75,160166,264287,621.625,83.5,54.4,69.19142042,84.92285714,15.38,243.8149038,684.9987981,-0.05,0
25/04/2005,0.057753,0.046313,0.036989,0.043867,266397,661505,213.25,163916,250015,608,84.43,49.73,68.3734731,89.15571429,15.31,243.4951923,684.8641827,0.75,1
02/05/2005,0.106773,0.047092,0.037427,0.022924,233326,673727,209.75,115064,242327,624.625,84.61,50.97,67.55552579,107.0971429,14.05,242.9927885,684.8028846,-1.4,7
09/05/2005,0.113103,0.033598,0.079575,0.027654,132410,678813,207,142197,244954,601,86.1,48.67,68.21963972,99.13571429,16.32,242.4423077,684.5240385,-0.6,1.475
16/05/2005,0.114912,0.023191,0.106222,0.051261,151568,675061,213.25,112242,242383,623,86.63,46.81,68.88375365,85.64,13.14,242.0721154,684.5757212,0.3,4.675
23/05/2005,0.094575,0.024701,0.04544,0.029725,302945,673748,211.25,171924,272729,655.625,86.42,51.85,69.54786757,95.53285714,12.15,241.6586538,684.9567308,-0.9,6.8
30/05/2005,0.056517,0.025901,0.065046,0.048519,246887,687928,218.25,178979,298884,662,88.04,55.04,70.2119815,83.70571429,12.15,241.3557692,685.3161058,1,10.8
06/06/2005,0.053694,0.026657,0.107022,0.02088,287648,683869,212,178835,300513,653.625,88.69,53.55,70.87609543,87.21714286,11.96,240.9735577,685.7836538,0.45,5.8
13/06/2005,0.054919,0.015792,0.133333,0.034904,322359,699110,224,261461,313476,713,87.64,58.48,68.94321021,75.90285714,11.48,240.6971154,686.6586538,3.4,22.4
20/06/2005,0.057354,0.023919,0.060421,0.085509,315253,726886,234.75,255929,336832,733.625,88.78,59.23,67.01032499,77.69714286,12.18,240.6129808,687.7415865,4.3,22.125
27/06/2005,0.062327,0.021905,0.063182,0.105907,362430,701852,219.5,269987,307034,662.625,90.13,58.76,65.07743977,103.6742857,11.4,240.4519231,688.1935096,1.65,1.4
04/07/2005,0.054303,0.032707,0.042795,0.097715,282109,684001,230.75,191604,284154,667.625,90.25,59.64,63.14455455,177.8542857,11.45,240.4759615,688.7764423,2.5,1.125
11/07/2005,0.058607,0.029625,0.06351,0.048185,284869,696094,253.75,151144,279477,717,89.72,58.1,62.75625055,187.3228571,10.33,240.7908654,690.2127404,8.35,12.675
18/07/2005,0.040385,0.021385,0.066229,0.018914,287926,729173,228.5,165522,277027,667,89.64,56.66,62.36794655,157.6885714,10.52,240.8677885,691.2836538,0.9,-9.2
25/07/2005,0.032926,0.020334,0.055786,0.015807,200086,740742,226.5,161978,272986,668.625,89.35,60.57,61.97964254,166.6114286,11.57,240.9230769,692.5108173,-1.65,-13
01/08/2005,0.038509,0.031829,0.057631,0.025238,260792,741807,210.5,153207,266842,655,88.06,62.32,61.59133854,150.7128571,12.48,240.7764423,693.6201923,-1.8,-1.525
08/08/2005,0.06365,0.065421,0.057275,0.014433,289766,726360,216.75,114267,257227,633,86.98,66.87,68.09428722,133.1157143,12.74,240.6370192,694.3317308,-2.8,-6.925
15/08/2005,0.078111,0.053407,0.07348,0.029638,245342,733597,209.25,132400,257181,592.625,88.58,65.36,74.5972359,92.11142857,13.42,240.3533654,694.3377404,-8.9,-24.875
22/08/2005,0.039415,0.04906,0.055124,0.037697,193600,741988,209.75,105530,252674,582,87.86,66.14,81.10018459,98.43571429,13.72,240.0168269,694.1778846,-3.75,-17
29/08/2005,0.020786,0.048116,0.034003,0.089971,292592,714821,200.25,129508,245789,574,86.3,67.58,87.60313327,106.1971429,13.57,239.5480769,693.9026442,-5.25,-18.925
05/09/2005,0.019866,0.05719,0.0373,0.096238,154968,709719,200,94354,245629,562.625,86.89,64.09,94.10608195,89.41428571,11.98,239.2307692,693.4471154,-2.1,-18.475
12/09/2005,0.021934,0.048119,0.051577,0.06073,184948,708050,193.25,105760,245546,535,88.05,63.01,87.10147808,97.79571429,11.22,238.8677885,692.6586538,-4.7,-19.6
19/09/2005,0.019975,0.053451,0.045419,0.051074,121674,710806,201.25,91384,250471,539,89.31,64.37,80.0968742,121.7257143,12.96,238.5985577,691.7391827,-1.6,-10.725
26/09/2005,0.025219,0.092446,0.064745,0.029333,131859,728875,196.5,114739,255214,537.625,89.52,66.25,73.09227033,88.29714286,11.92,238.21875,690.5817308,-2.65,-8.875
03/10/2005,0.026443,0.051853,0.071237,0.037547,130607,754054,194.5,147298,271163,523,89.17,61.84,66.08766646,112.07,14.59,237.8846154,688.9278846,-1.15,-10.2
10/10/2005,0.025588,0.00998,0.022706,0.02432,151087,771941,203.5,195606,290618,546,89.35,62.64,66.19134566,76.73285714,14.87,237.7139423,687.3353365,0.7,-3.325
17/10/2005,0.031025,0.017347,0.039045,0.04009,122044,800137,181.5,157372,298614,535.625,90.31,61.19,66.29502487,82.22285714,16.13,237.1899038,685.3064904,-2.35,0.125
24/10/2005,0.044488,0.017136,0.075657,0.030175,151728,839119,179,178355,282124,539.625,89.59,61.23,66.39870407,75.26428571,14.25,236.5240385,683.0048077,-4.45,0.125
31/10/2005,0.035975,0.024514,0.059737,0.029246,205792,865523,185.5,132659,273776,562.625,91.26,60.59,66.50238328,97.49571429,13.17,236.0168269,681.3858173,-2.2,5
07/11/2005,0.041045,0.031057,0.076082,0.040257,291634,865086,189.5,114674,272448,575,91.98,57.54,66.60606248,95.82285714,11.63,235.5360577,679.5877404,-1,10.4
14/11/2005,0.028166,0.046193,0.041324,0.030507,285313,863827,195.25,116781,270562,549,91.93,56.15,65.43032713,81.45571429,11.12,235.1442308,677.7319712,-1.65,0.6
21/11/2005,0.065454,0.030798,0.034406,0.028795,239212,849672,193.75,87932,274958,543,92.04,58.47,64.25459179,75.00857143,10.88,234.6370192,675.5108173,2.45,1.475
28/11/2005,0.091887,0.04749,0.041845,0.024336,307883,786438,197.25,132106,288082,548,91.95,59.33,63.07885644,72.27428571,11.01,234.1153846,673.578125,3.65,1.675
05/12/2005,0.132133,0.062535,0.065314,0.0554,177570,769780,197.75,163667,291875,555.625,91.25,59.4,61.90312109,90.65,11.69,233.5600962,671.5841346,2.45,-1.4
12/12/2005,0.14966,0.090988,0.053369,0.080794,175237,773714,200.5,235128,290462,558.625,89.66,58.07,64.1807738,103.3642857,10.68,233.0817308,669.71875,2.2,-3.275
19/12/2005,0.156172,0.078782,0.019501,0.13714,138753,773968,206,181669,294328,598,90.84,58.09,66.45842651,99.57142857,10.27,232.7764423,668.2704327,2.15,9.8
26/12/2005,0.163113,0.056951,0.022749,0.180713,161288,781425,205.75,138219,284259,588,91.17,61.04,68.73607922,92.37571429,12.07,232.2908654,666.3954327,2.4,9
02/01/2006,0.208797,0.036021,0.034968,0.208816,248817,821649,206.25,162205,290961,582,88.85,64.22,71.01373193,76.68142857,11,231.8269231,664.4663462,1.8,6.8
09/01/2006,0.250943,0.032737,0.062088,0.202354,187686,849534,206.5,156703,304931,548.625,88.89,63.93,68.68817052,94.17142857,11.23,231.2307692,661.8569712,1.75,-1.4
16/01/2006,0.216522,0.045623,0.069961,0.159364,214270,873612,199,119121,320253,542.625,88.9,68.36,66.36260912,111.91,14.56,230.5192308,659.1418269,-0.3,-3.2
23/01/2006,0.160219,0.040876,0.139759,0.093244,302592,908980,214.75,142959,332552,565.625,89.32,67.77,64.03704771,92.38714286,11.97,229.9182692,656.7956731,1.75,-6.475
30/01/2006,0.167581,0.061698,0.115181,0.034059,377804,991106,215.25,180099,343925,573,89.89,65.38,61.71148631,110.2571429,12.96,229.2764423,654.2992788,1.9,-3
06/02/2006,0.148361,0.040698,0.115533,0.043345,408993,1046010,206.25,209844,355530,556,90.55,61.85,59.3859249,88.45428571,12.87,228.5336538,651.6971154,0,-5.2
13/02/2006,0.18136,0.060652,0.086915,0.021265,316138,1051801,213.5,204249,365737,574.625,90.64,59.89,59.17292474,83.49428571,12.01,227.8293269,648.6742788,1.4,5.2
20/02/2006,0.191666,0.05959,0.064495,0.059334,401849,1068173,215.75,185883,368780,552,90.61,62.52,58.95992459,101.7185714,11.46,227.0192308,644.9627404,3.35,1.875
27/02/2006,0.129825,0.054865,0.061859,0.056783,334393,1072746,217.5,187339,352598,568.625,89.66,63.68,58.74692443,99.06,11.96,226.28125,641.4242788,0.55,0.6
06/03/2006,0.100142,0.041333,0.030784,0.018726,237904,1057216,214.5,137218,352283,556,90.85,59.97,58.53392427,112.0242857,11.85,225.4663462,637.5973558,-0.15,-3.4
13/03/2006,0.084271,0.054445,0.031285,0.038903,243299,1050413,203.5,113221,350018,543,88.92,62.78,61.85553528,92.30857143,12.12,224.4230769,633.1009615,-0.55,-2.6
20/03/2006,0.053539,0.072964,0.036361,0.036134,241852,1058729,205.75,90744,353544,542.625,90.07,63.96,65.17714629,81.76571429,11.19,223.4639423,628.7319712,-1.55,-6.4
27/03/2006,0.055399,0.059007,0.035737,0.021849,310305,1092982,220,160831,362454,547,89.73,66.66,68.4987573,70.28571429,11.39,222.3918269,624.0721154,0.85,-1
03/04/2006,0.076013,0.055657,0.047611,0.021538,368554,1146736,231,171639,379785,532.5,89.63,67.4,71.82036831,80.05714286,12.26,221.4639423,619.8209135,2.7,-7.225
10/04/2006,0.085881,0.034019,0.054124,0.016206,431158,1180278,221.25,184371,383264,539,89.62,69.33,69.61554137,92.70285714,12.38,220.5480769,615.7860577,1.35,-3.4
17/04/2006,0.105258,0.028043,0.06473,0.022067,318912,1192353,227.5,182177,374552,552,88.05,73.83,67.41071444,91.73428571,11.59,219.75,611.8918269,4.8,1.8
24/04/2006,0.085039,0.031237,0.046052,0.023184,370604,1185428,238.25,265321,362176,568,86.11,71.89,65.2058875,103.2157143,11.59,218.9206731,607.5973558,6.5,5.075
01/05/2006,0.051765,0.028953,0.048812,0.014821,319714,1210444,229.5,174004,360715,574,85.12,70.2,63.00106056,86.36,11.62,218.1177885,603.1682692,1.9,5.4
08/05/2006,0.05928,0.0323,0.058324,0.022104,399068,1253793,248.25,170344,374337,578,83.96,72.05,64.89267486,100.6128571,14.19,217.6466346,599.7199519,3.45,9.1
15/05/2006,0.080433,0.016838,0.063062,0.038311,363938,1318700,237.75,134680,384431,553,84.88,68.54,66.78428916,80.41714286,17.18,217.0841346,596.5600962,3.3,2.8
22/05/2006,0.082764,0.021962,0.063743,0.070549,300730,1346148,238,133048,376332,548.5,85.26,71.37,68.67590346,75.73142857,14.26,216.3918269,593.9302885,2.1,-0.7
29/05/2006,0.098938,0.051393,0.06031,0.027723,333797,1348609,243.5,208105,388579,577.5,84.05,72.33,70.56751776,88.69,14.32,215.7115385,591.3774038,1.05,1.9
05/06/2006,0.114595,0.055097,0.047426,0.027156,478070,1336725,230,228096,381601,555.5,85.72,71.63,72.45913206,96.81,18.12,215.1274038,588.5685096,0.1,-3.7
12/06/2006,0.133279,0.040635,0.07144,0.058559,463484,1317837,227.5,205946,378695,571.5,85.92,69.88,71.71689947,98.51,17.25,214.6177885,585.625,-4.15,-1.3
19/06/2006,0.045403,0.02803,0.110016,0.052226,345262,1317868,228.25,167976,369983,553.5,86.82,70.54,70.97466687,104.04,15.89,214.0697115,582.0276442,-1.9,0.1
26/06/2006,0.064995,0.031603,0.079613,0.074618,448599,1329914,235.5,269456,346669,567.5,85.22,73.98,70.23243428,96.37857143,13.08,213.7932692,578.6418269,-0.5,3.8
03/07/2006,0.063529,0.022961,0.078715,0.120373,368276,1326971,241,214284,333014,571.5,84.98,74.09,69.49020168,121.6871429,13.97,213.6754808,575.15625,-0.5,-1.2
10/07/2006,0.057801,0.020531,0.062179,0.112366,457092,1339545,254.75,171714,340627,568.5,86.09,77.03,67.70164084,150.3128571,18.05,213.7596154,573.59375,4.95,2.6
17/07/2006,0.082558,0.01905,0.06316,0.105159,406216,1364207,225.25,157841,333996,543.5,85.93,73.94,65.91308,160.9271429,17.4,213.7163462,572.1754808,-0.45,-5.6
24/07/2006,0.079672,0.04136,0.069593,0.1057,259283,1396498,222.25,172110,334090,540,85.44,73.25,64.12451917,138.98,14.33,213.6971154,571.7079327,-1.2,-2.7
31/07/2006,0.065088,0.065258,0.065276,0.119805,380470,1394304,227,185595,342469,540,84.57,74.77,62.33595833,131.02,14.34,213.5841346,571.3040865,-1.7,-5.5
07/08/2006,0.039503,0.05995,0.081983,0.114953,463102,1358289,206.75,161837,339523,516,85.52,74.36,60.54739749,177.5757143,14.3,213.3822115,570.2463942,-6.85,-11.1
14/08/2006,0.042822,0.041044,0.061985,0.144654,381156,1343983,213.75,114334,345183,511.5,85.09,71.15,59.9951327,154.79,11.64,213.0600962,569.0817308,-8.2,-11.4
21/08/2006,0.06144,0.042345,0.053665,0.106101,249853,1327256,219,124661,356366,511.5,85.38,72.17,59.44286791,139.5342857,12.31,212.9230769,568.1286058,-1.25,-6.4
28/08/2006,0.075326,0.050859,0.034281,0.029101,371470,1314831,230,139215,359729,508.5,84.94,69.2,58.89060311,124.6314286,11.96,212.8653846,567.0564904,1.55,-6.3
04/09/2006,0.116203,0.036949,0.041148,0.038215,400626,1305928,227,144935,358560,510.5,85.95,66.26,58.33833832,130.3442857,13.16,212.8245192,566.6322115,0,-5.9
11/09/2006,0.065168,0.024009,0.033554,0.070654,339837,1311687,233.75,121774,355915,517.5,85.99,63.54,59.07775723,107.45,11.76,212.8870192,566.53125,5.4,0.3
18/09/2006,0.059499,0.02748,0.064892,0.095525,362937,1291512,244.25,140010,361856,521,85.2,60.11,59.81717615,111.6128571,12.59,213.2043269,566.8040865,6.1,1.9
25/09/2006,0.048195,0.031355,0.100614,0.146925,405174,1297754,257.5,165809,369828,515.5,85.97,62.92,60.55659506,92.47142857,11.98,213.6899038,566.9435096,7.7,0.8
02/10/2006,0.031474,0.025931,0.093371,0.071795,435520,1288781,258,216692,377281,529.5,86.44,59.77,61.29601397,100.5571429,11.56,214.15625,567.25,5.6,4.2
09/10/2006,0.045487,0.026204,0.122597,0.051412,616506,1280381,302.5,276035,383317,561.5,87.12,58.58,60.79438166,142.2285714,10.75,215.0576923,567.9699519,15.1,10.2
16/10/2006,0.058047,0.024729,0.185302,0.03338,437588,1301968,307.75,245031,394253,582,86.27,56.83,60.29274936,115.9385714,10.63,216.1153846,568.6622596,14.8,12.9
23/10/2006,0.050925,0.016332,0.21115,0.028749,425608,1352570,327.5,302924,383837,606,85.56,60.76,59.79111705,100.3557143,10.8,217.375,569.6081731,16.65,17
30/10/2006,0.032495,0.034446,0.090679,0.01831,595838,1390014,336.25,305590,378868,630,85.71,59.15,59.28948475,100.7385714,11.16,218.7668269,571.0024038,15.75,22.9
06/11/2006,0.03239,0.05944,0.055379,0.010638,715748,1405637,337.25,203510,386666,631.5,85.05,59.6,58.78785244,73.03714286,10.79,220.125,572.0745192,15.85,20.4
13/11/2006,0.060188,0.051694,0.052414,0.008956,623196,1417998,350.25,170600,393716,628,85.37,60.32,58.58856627,97.10428571,10.05,221.5288462,572.9242788,9.55,13.3
20/11/2006,0.05342,0.011238,0.02922,0.021223,464008,1405837,359.75,133062,395232,643,83.71,58.45,58.3892801,86.54285714,10.73,223.0216346,573.9338942,10.4,12.2
27/11/2006,0.053837,0.023652,0.010963,0.008382,519165,1395389,375,171654,413929,660,82.48,63.14,58.18999392,80.33857143,11.66,224.6442308,575.3028846,9.5,10.8
04/12/2006,0.048099,0.040509,0.015779,0.020385,350433,1376465,350.5,222966,415937,634.5,83.33,62.04,57.99070775,97.48428571,12.07,226.0552885,576.3173077,2.85,0.9
11/12/2006,0.055004,0.024725,0.033131,0.036034,306766,1377182,351,226744,425670,638,84.06,63.44,59.59420555,88.45714286,10.05,227.4639423,577.2247596,2.75,1.3
18/12/2006,0.071027,0.030008,0.037132,0.056983,250884,1379124,373,154770,414715,638.5,83.94,61.92,61.19770335,91.61285714,11.36,229.0697115,578.1466346,4.55,2.1
25/12/2006,0.071186,0.04469,0.028558,0.040525,193540,1394610,380.25,179281,396950,652.5,83.72,61.06,62.80120115,98.54142857,11.56,230.7764423,579.2223558,4.1,1.9
01/01/2007,0.054632,0.019435,0.022249,0.0141,461716,1409038,359.25,191555,397813,647.5,84.63,56.32,64.40469895,89.27714286,12.14,232.2139423,580.2403846,-3.15,-2.5
08/01/2007,0.06358,0.031641,0.017743,0.014077,504736,1410648,387.5,205742,395927,675.5,85.03,53,62.45587336,113.7028571,10.15,233.9951923,581.7355769,7.4,8.2
15/01/2007,0.125407,0.056423,0.029482,0.020828,681784,1457495,391.75,238676,421232,682,84.86,50.49,60.50704777,93.30571429,10.4,235.8197115,583.3221154,8.15,8.8
22/01/2007,0.168123,0.081496,0.048995,0.050297,490528,1482537,390.5,161827,429708,675,85.28,55.43,58.55822219,97.01285714,11.13,237.6442308,584.8125,3.5,7.3
29/01/2007,0.108406,0.111828,0.068863,0.075987,407076,1482278,389,200483,445213,700,84.96,59.03,56.6093966,92.15714286,10.08,239.4663462,586.7644231,1.75,9.5
05/02/2007,0.035321,0.118236,0.055191,0.050297,483660,1480661,393.25,280300,459979,715.5,84.87,59.9,54.66057101,88.74714286,11.1,241.3125,588.6057692,6.8,13.6
12/02/2007,0.053891,0.074984,0.063276,0.03245,493532,1498580,404,262643,481008,733.5,84.09,59.41,57.2443117,92.57428571,10.02,243.2548077,590.4182692,3.3,11.6
19/02/2007,0.037017,0.070277,0.097069,0.014602,614161,1534511,417.25,297522,504110,743.5,84.07,60.53,59.8280524,99.39571429,10.58,245.2043269,591.9747596,5.1,12.3
26/02/2007,0.051936,0.065231,0.074312,0.034613,626726,1477253,415,311700,484188,707,83.74,61.65,62.41179309,93.80142857,18.61,247.1514423,592.9399038,4.9,6.4
05/03/2007,0.078589,0.089813,0.08806,0.085227,406854,1445178,408.5,207820,467275,715.5,84.24,60.06,64.99553379,91.08571429,14.09,248.9567308,593.7235577,3.9,3.1
12/03/2007,0.085705,0.115408,0.087138,0.124493,537491,1425916,389.5,180927,465697,709,83.23,57.12,63.86859766,81.46142857,16.79,250.625,594.5637019,-0.75,-1.3
19/03/2007,0.063661,0.1255,0.040268,0.050338,396890,1418444,393.25,161321,477250,725,83.28,61.49,62.74166154,75.34857143,12.95,252.3918269,595.7367788,-2.15,-1.7
26/03/2007,0.097805,0.088002,0.038003,0.092853,431300,1407667,368.5,219511,486879,717,82.93,65.88,61.61472541,94.78714286,14.64,253.8509615,596.9615385,-9.75,-5.3
02/04/2007,0.105214,0.086105,0.060769,0.087981,696081,1427989,351,255534,491712,719,82.992,64.29,60.48778928,76.01857143,13.23,255.2067308,598.1670673,-12.8,2.4
09/04/2007,0.086185,0.141528,0.022639,0.052004,679165,1388186,363,335883,485619,699,82.129,63.64,59.82193587,77.13285714,12.2,256.6610577,599.1225962,-9.1,-3.3
16/04/2007,0.049112,0.197785,0.023834,0.042605,574938,1335881,357.5,240499,476637,688.5,81.643,63.39,59.15608245,75.25714286,12.07,258.0240385,599.765625,-6.4,-4.1
23/04/2007,0.038501,0.117682,0.016985,0.045084,542894,1266773,370.25,224918,440794,691,81.529,66.47,58.49022904,70.40285714,12.45,259.5336538,600.5637019,-4.6,-6.8
30/04/2007,0.039839,0.137181,0.015939,0.034146,444390,1259506,390.75,197694,429058,700.5,81.741,61.94,57.82437562,79.55142857,12.91,261.2740385,601.2932692,4.45,-3.3
07/05/2007,0.095632,0.217898,0.022785,0.081705,432495,1262869,374.25,159482,432752,715.5,82.116,62.38,57.15852221,86.37428571,12.95,262.8822115,602.3942308,4.65,-0.7
14/05/2007,0.099224,0.26535,0.047945,0.038043,381864,1257472,376.25,205564,464184,750,82.197,64.95,57.06411329,93.58,12.76,264.4495192,603.6153846,2.65,10.2
21/05/2007,0.130196,0.110958,0.024866,0.041507,337464,1245256,381,191346,494151,770.5,82.331,64.76,56.96970437,101.5528571,13.34,266.0817308,604.7199519,4.7,16.4
28/05/2007,0.134856,0.099131,0.020852,0.084653,472638,1268297,399.75,239420,525566,775,82.322,65.09,56.87529545,98.07857143,12.78,267.8269231,605.8064904,5.9,16.8
04/06/2007,0.093127,0.094768,0.031874,0.10568,470772,1262864,387,299630,551117,777,82.691,64.76,56.78088653,114.0428571,14.84,269.5096154,606.9927885,-0.75,15.3
11/06/2007,0.130022,0.107009,0.059735,0.085383,665992,1263160,424,320934,556639,803.5,82.851,68,54.54620824,95.77,13.94,271.4326923,607.8629808,9.95,17.6
18/06/2007,0.120467,0.041461,0.082229,0.082888,574342,1257819,370.5,371422,559254,752,82.336,68.9,52.31152996,101.3785714,15.75,272.7379808,608.0396635,-1.15,0.4
25/06/2007,0.148037,0.049753,0.085655,0.061796,642537,1185461,333.5,340312,533937,802,81.92,70.69,50.07685167,87.85285714,16.23,273.8341346,609.3798077,-9.5,6.3
02/07/2007,0.144687,0.065166,0.110069,0.049444,478010,1185692,334.5,273306,534200,816.5,81.465,72.82,47.84217338,124.3171429,14.72,274.8317308,610.8112981,-13.05,8.3
09/07/2007,0.145306,0.045248,0.095919,0.07307,386888,1205783,346.75,251907,550772,854.5,80.576,73.94,53.95837261,119.9114286,15.15,275.7259615,612.1334135,-8.05,15.5
16/07/2007,0.135453,0.064376,0.065227,0.062258,398677,1233799,310.25,284521,548879,781,80.288,75.58,60.07457184,115.3585714,16.95,276.5120192,613.2295673,-22.75,-4.5
23/07/2007,0.133815,0.12579,0.023391,0.069077,311864,1220942,318,223283,523047,745,80.946,77.03,66.19077108,99.70142857,24.17,277.3918269,613.9639423,-10.5,-1.4
30/07/2007,0.151058,0.160545,0.025328,0.038946,311128,1210312,333.5,231865,503985,775.5,80.177,75.49,72.30697031,105.13,25.16,278.5745192,615.1225962,0,-5.3
06/08/2007,0.119979,0.092399,0.038742,0.038767,453010,1174932,336,186030,497437,794.5,80.679,71.47,78.42316954,88.63285714,28.3,279.7211538,616.6754808,0.3,-4.4
13/08/2007,0.116183,0.083745,0.056772,0.054454,404791,1121006,328.5,230371,497105,750.5,81.426,71.99,83.83954958,83.29857143,29.99,280.8677885,618.1935096,-3.65,-20.8
20/08/2007,0.103263,0.076042,0.103412,0.068215,314432,1103160,347.5,169324,491822,789,80.667,71.39,89.25592962,67.63285714,20.72,282.1923077,620.1838942,7.45,1.6
27/08/2007,0.085236,0.034176,0.070332,0.078162,388220,1088612,322,226776,491681,811.5,80.791,74.05,94.67230966,68.4,23.38,283.3629808,622.4675481,0.8,13.3
03/09/2007,0.080364,0.033379,0.098182,0.059491,364269,1086050,327.5,244775,498475,838,79.959,76.71,100.0886897,108.54,26.23,284.5889423,625.1153846,-1.2,12.5
10/09/2007,0.063113,0.042662,0.152161,0.0168,312574,1089676,331.75,238092,510204,891,79.617,79.11,95.01805372,95.70142857,24.92,285.9206731,628.5384615,-0.85,19.3
17/09/2007,0.07562,0.035348,0.158318,0.049491,285380,1109720,376.5,255369,531909,916.5,78.597,83.36,89.94741774,76.15285714,19,287.6057692,632.1682692,9.6,33.2
24/09/2007,0.086216,0.032997,0.200865,0.040743,361247,1144161,360,236748,561374,933.5,77.719,81.67,84.87678176,104.5128571,18,289.1778846,635.9747596,2.5,28.9
01/10/2007,0.077184,0.044379,0.252458,0.029851,313643,1146426,332.25,308669,576253,883.5,78.308,81.23,79.80614578,91.84285714,16.91,290.5024038,639.4411058,2.05,14.4
08/10/2007,0.097791,0.052777,0.26899,0.080374,256179,1143755,341,348554,572412,924,78.224,83.7,80.54510335,82.38428571,17.73,291.8245192,643.0757212,2.7,17.2
15/10/2007,0.085817,0.114938,0.178178,0.009539,285705,1163611,366.25,259708,581918,934.5,77.407,88.61,81.28406092,112.58,22.96,293.6009615,646.9110577,6.9,8.7
22/10/2007,0.017385,0.138522,0.066359,0.004072,274416,1173565,363,303252,592953,950,77.027,91.87,82.0230185,121.03,19.56,295.3701923,650.8569712,-2.7,6.7
29/10/2007,0.037396,0.142491,0.108434,0.01112,350342,1199979,365,373349,570806,966,76.337,95.94,82.76197607,99.1,23.01,297.0961538,654.7355769,1,6.5
05/11/2007,0.125297,0.265205,0.135228,0.005699,536156,1232366,382.75,220900,574883,1010,75.4,96.33,83.50093364,113.5142857,28.5,298.9543269,658.9182692,10.1,25.3
12/11/2007,0.070786,0.275649,0.190767,0.003544,436087,1232287,375.5,252065,590374,1032,75.827,95.1,86.88812921,97.24857143,25.49,300.6875,663.5625,6.9,21.6
19/11/2007,0.054806,0.309408,0.184457,0.00542,335235,1198304,387,195709,602304,1038,75.053,98.18,90.27532479,59.42571429,25.61,302.5456731,668.3221154,4.15,20.7
26/11/2007,0.040665,0.396616,0.036177,0.013791,448099,1144203,397.5,256925,592469,1039,76.147,88.72,93.66252036,72.79428571,22.87,304.4711538,673.0432692,6.9,17.8
03/12/2007,0.024228,0.40951,0.031874,0.011354,374933,1143064,412.25,295370,589725,1077.5,76.288,88.29,97.04971593,108.1914286,20.85,306.5336538,678.0612981,9.45,22.3
10/12/2007,0.036371,0.291237,0.024398,0.021087,414551,1199450,436.25,378074,588567,1114.5,77.436,91.28,104.5900558,88.11285714,23.27,308.8004808,683.40625,10.7,20.9
17/12/2007,0.020129,0.114443,0.014139,0.03245,294174,1229430,441.5,310273,584757,1137,77.721,93.32,112.1303956,80.41571429,18.47,311.0649038,688.5889423,13.2,21
24/12/2007,0.008861,0.070429,0.012968,0.011093,172689,1269956,445,250896,569906,1166.5,76.218,96.01,119.6707354,109.0671429,20.74,313.3653846,694.1514423,11.6,25.7
31/12/2007,0.010387,0.066511,0.068236,0.016766,282489,1305591,459.75,301160,557085,1203,75.793,97.92,127.2110753,76.88857143,23.94,315.8028846,700.1225962,12.45,32.8
